Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
19.946,9.5,80.0,817.5,9.829,0.117
4.271,8.0,90.5,1080.5,13.256,12.261
20.739,8.0,84.5,805.0,10.373,0.090
8.401,9.0,83.5,873.0,9.545,1.778
19.074,9.5,84.5,842.5,10.372,0.166
17.426,7.5,79.5,795.0,9.750,0.171
11.935,7.0,74.5,715.5,8.287,0.461
19.382,9.5,77.0,732.5,8.037,0.107
6.065,11.0,67.0,873.5,10.441,2.741
11.008,8.0,35.0,573.0,8.569,0.265
12.714,10.0,55.0,779.5,10.207,0.301
10.605,10.5,68.0,910.5,11.148,0.877
8.858,10.0,56.0,668.0,6.899,0.627
14.210,7.5,43.5,609.0,8.209,0.140
15.005,9.5,64.5,837.5,10.041,0.242
14.396,11.0,58.5,622.5,6.393,0.141
15.955,8.5,41.5,555.0,4.962,0.089
16.025,10.0,62.0,745.5,8.581,0.142
20.275,11.5,58.5,735.5,10.194,0.052
24.410,9.5,38.5,573.5,7.322,0.014
23.762,9.5,54.0,598.5,7.630,0.022
22.657,9.5,64.5,668.5,8.381,0.036
24.928,11.0,44.0,613.5,8.462,0.012
29.586,11.0,35.0,484.5,4.962,0.005
27.297,11.5,62.5,570.5,7.611,0.013
22.721,9.5,71.5,713.0,9.953,0.044
31.577,10.5,45.5,534.0,5.542,0.003
25.060,10.0,51.5,624.5,7.841,0.029
28.920,9.0,43.5,517.5,4.962,0.013
30.594,9.5,40.5,488.0,4.417,0.010
33.489,11.5,43.5,484.5,4.962,0.003
28.960,12.0,55.5,545.0,6.466,0.013
27.125,10.5,55.0,616.5,8.310,0.011
23.514,11.0,64.0,677.5,9.294,0.036
18.548,11.0,51.0,747.5,9.169,0.093
18.491,12.0,65.0,785.0,10.053,0.116
23.984,11.0,57.5,705.5,9.853,0.021
23.539,9.5,50.0,700.5,9.365,0.015
16.740,12.0,71.5,848.0,10.961,0.222
14.849,10.0,72.0,842.0,10.201,0.308
26.711,7.0,40.5,639.5,9.822,0.006
21.603,10.5,51.5,710.5,10.293,0.033
15.843,12.0,70.0,878.0,11.247,0.290
21.628,11.5,61.5,726.0,10.021,0.044
24.396,8.5,43.0,647.0,8.359,0.011
20.397,9.0,65.5,741.5,8.843,0.059
16.752,11.0,59.5,832.5,10.599,0.151
24.925,10.5,45.0,617.0,6.145,0.013
21.395,10.5,66.5,698.5,8.541,0.061
22.781,11.0,45.5,604.0,6.496,0.019
16.825,11.5,66.5,813.0,10.413,0.193
18.009,10.5,38.5,591.5,5.891,0.039
11.582,9.5,66.0,858.0,10.358,0.673
10.775,9.0,52.0,690.5,9.192,0.323
11.478,10.5,68.0,734.5,8.430,0.462
4.222,9.5,68.0,688.0,7.931,4.582
8.370,11.5,42.5,538.5,5.816,0.417
9.293,11.0,42.5,497.5,5.488,0.365
8.914,9.5,51.0,527.0,5.256,0.357
11.695,9.0,43.0,630.0,7.722,0.172
13.347,10.5,43.5,593.5,4.962,0.132
13.267,11.0,62.0,689.0,7.266,0.217
7.939,12.5,65.0,682.5,7.904,1.389
10.680,7.0,46.5,563.5,5.505,0.310
16.031,8.0,49.5,649.5,9.000,0.093
7.363,10.5,70.5,800.0,8.988,1.808
7.645,8.0,54.0,713.0,7.572,0.962
15.797,7.5,33.5,562.0,4.417,0.072
15.166,10.0,48.5,685.0,8.165,0.113
9.953,9.0,76.0,785.0,8.890,0.792
11.053,11.0,45.0,640.0,6.402,0.394
16.147,8.5,48.5,597.0,7.390,0.065
16.717,11.5,60.5,697.0,8.361,0.115
15.680,10.0,69.5,657.0,7.210,0.188
18.195,10.0,47.0,568.0,5.957,0.071
21.844,10.5,43.0,555.0,5.620,0.022
21.469,10.0,58.0,594.5,6.916,0.032
24.000,11.5,40.5,557.5,4.962,0.013
21.260,11.0,47.5,668.5,7.624,0.028
25.544,9.0,44.0,585.5,5.917,0.009
21.284,11.0,59.0,726.5,7.557,0.038
25.845,9.5,36.5,617.0,5.971,0.008
22.690,8.5,56.0,592.5,6.282,0.037
25.643,9.5,54.0,620.5,7.043,0.013
25.820,10.0,38.0,533.5,4.962,0.022
28.880,7.0,45.0,530.0,4.417,0.005
26.315,11.0,51.5,611.5,7.185,0.014
25.051,8.0,58.0,624.5,7.438,0.028
30.384,7.5,58.5,514.0,6.301,0.007
3.507,10.5,64.5,867.5,10.540,7.444
20.503,9.0,64.0,699.5,8.877,0.071
11.687,8.5,68.5,794.0,9.721,0.425
4.374,9.5,72.0,807.0,9.469,5.242
5.954,9.0,68.0,733.0,8.265,2.142
22.025,10.0,63.5,698.5,8.623,0.051
7.492,8.5,74.0,961.5,12.050,2.110
23.765,8.5,68.0,686.0,9.168,0.028
4.400,9.5,67.0,754.0,8.339,3.793
21.713,10.0,68.0,723.5,9.166,0.044
21.204,8.0,63.0,676.0,8.545,0.035
7.027,7.5,58.0,596.5,7.081,1.442
15.819,10.0,60.5,613.5,6.831,0.144
10.073,9.0,48.0,695.5,10.176,0.336
8.203,11.0,68.0,902.0,11.814,1.813
4.601,11.5,81.0,1033.0,12.755,10.392
7.111,11.0,69.0,790.5,8.506,1.901
11.161,8.5,56.5,731.5,9.816,0.302
9.372,10.5,77.5,960.0,11.648,2.053
10.664,12.0,71.5,745.0,8.000,0.682
12.941,9.5,54.5,677.5,6.569,0.204
10.919,11.0,75.0,868.0,10.188,0.948
14.397,12.5,71.5,858.0,11.800,0.382
19.199,10.5,51.5,696.0,8.928,0.065
18.563,10.5,67.0,721.0,9.236,0.075
17.142,10.5,77.5,791.0,9.988,0.166
19.169,12.0,57.0,736.0,10.069,0.069
24.236,12.0,48.0,607.0,6.569,0.021
21.695,12.5,75.5,693.0,9.218,0.054
16.732,10.5,84.5,835.5,11.559,0.306
25.874,11.5,58.5,656.5,7.149,0.013
20.010,11.0,64.5,747.0,9.447,0.082
24.212,10.0,56.5,640.0,6.569,0.029
26.032,10.5,53.5,610.5,6.024,0.022
28.158,12.5,56.5,607.0,6.569,0.009
23.907,13.0,68.5,667.5,8.072,0.036
21.643,11.5,68.0,739.0,9.917,0.044
17.971,12.0,77.0,800.0,10.901,0.163
14.254,12.0,64.0,870.0,10.776,0.279
13.793,13.0,78.0,907.5,11.660,0.573
18.129,12.0,70.5,828.0,11.460,0.144
18.183,10.5,63.0,823.0,10.972,0.091
11.345,13.0,84.5,970.5,12.567,1.610
8.825,11.0,85.0,964.5,11.808,2.859
20.795,8.0,53.5,762.0,11.429,0.036
16.267,11.5,64.5,833.0,11.900,0.222
10.054,13.0,83.0,1000.5,12.853,2.303
15.643,12.5,74.5,848.5,11.628,0.335
18.662,9.5,56.0,769.5,9.966,0.069
15.358,10.0,78.5,864.0,10.450,0.364
11.752,12.0,72.5,955.0,12.206,0.987
20.039,11.5,58.0,739.5,7.752,0.072
17.303,11.5,79.5,821.0,10.148,0.305
19.266,12.0,58.5,726.5,8.103,0.077
12.380,12.5,79.5,935.5,12.020,1.107
16.478,11.5,51.5,714.0,7.498,0.092
7.460,10.5,79.0,980.5,11.965,4.102
11.964,10.0,65.0,813.0,10.799,0.475
7.803,11.5,81.0,857.0,10.037,2.768
8.240,10.5,81.0,810.5,9.537,1.623
12.129,12.5,55.5,661.0,7.422,0.253
14.864,12.0,55.5,620.0,7.095,0.144
13.737,10.5,64.0,649.5,6.863,0.153
14.980,10.0,56.0,752.5,9.329,0.139
17.434,11.5,56.5,716.0,6.569,0.082
15.675,12.0,75.0,811.5,8.873,0.250
11.687,13.5,78.0,805.0,9.511,0.795
16.023,8.0,59.5,686.0,7.112,0.112
17.961,9.0,62.5,772.0,10.607,0.130
9.765,11.5,83.5,922.5,10.594,1.860
11.499,9.0,67.0,835.5,9.178,0.508
19.593,8.5,46.5,684.5,6.024,0.042
16.677,11.0,61.5,807.5,9.771,0.171
11.045,10.0,89.0,907.5,10.497,1.133
14.519,12.0,58.0,762.5,8.009,0.232
18.518,9.5,61.5,719.5,8.997,0.058
16.530,12.5,73.5,819.5,9.967,0.249
16.152,11.0,82.5,779.5,8.817,0.288
20.083,11.0,60.0,690.5,7.564,0.058
22.548,11.5,56.0,677.5,7.227,0.029
21.029,11.0,71.0,717.0,8.523,0.062
22.901,12.5,53.5,680.0,6.569,0.030
18.897,12.0,60.5,791.0,9.231,0.098
22.701,10.0,57.0,708.0,7.524,0.025
17.402,12.0,72.0,849.0,9.164,0.170
21.394,10.5,49.5,739.5,7.578,0.038
19.961,9.5,69.0,715.0,7.889,0.073
20.953,10.5,67.0,743.0,8.650,0.051
22.833,11.0,51.0,656.0,6.569,0.038
24.834,8.0,58.0,652.5,6.024,0.015
21.470,12.0,64.5,734.0,8.792,0.048
20.287,9.0,71.0,747.0,9.044,0.072
25.155,8.5,71.5,636.5,7.908,0.018
3.677,11.5,77.5,990.0,12.146,11.668
16.288,10.0,77.0,822.0,10.484,0.197
11.667,9.5,81.5,916.5,11.328,0.933
7.090,10.5,85.0,929.5,11.075,3.540
4.765,10.0,81.0,855.5,9.872,6.739
17.290,11.0,76.5,821.0,10.230,0.184
3.907,9.5,87.0,1084.0,13.657,13.285
18.472,9.5,81.0,808.5,10.774,0.133
8.792,10.5,80.0,876.5,9.946,1.405
16.724,11.0,81.0,846.0,10.773,0.246
20.175,9.0,76.0,798.5,10.152,0.097
12.716,8.5,71.0,719.0,8.688,0.370
17.382,11.0,73.5,736.0,8.438,0.148
8.593,8.0,36.0,601.5,9.943,0.405
12.232,8.5,49.0,732.5,10.884,0.225
7.590,8.0,37.0,490.0,6.635,0.565
4.945,5.5,24.5,431.0,7.944,0.804
14.669,7.5,45.5,659.5,9.776,0.101
9.521,9.0,39.5,444.5,6.129,0.345
7.755,6.5,22.5,377.0,4.697,0.446
10.165,8.0,43.0,567.5,8.316,0.257
17.765,9.5,39.5,557.5,9.929,0.042
20.409,7.5,19.5,395.5,7.057,0.021
17.039,7.5,35.0,420.5,7.365,0.068
16.567,7.5,45.5,490.5,8.117,0.085
22.013,9.0,25.0,435.5,8.197,0.013
24.386,9.0,16.0,306.5,4.697,0.012
21.048,9.5,43.5,392.5,7.347,0.035
19.239,7.5,52.5,535.0,9.688,0.046
26.009,8.5,26.5,356.0,5.278,0.006
18.133,8.0,32.5,446.5,7.576,0.079
20.220,7.0,24.5,339.5,4.697,0.042
22.111,7.5,21.5,310.0,4.152,0.029
26.257,9.5,24.5,306.5,4.697,0.009
22.577,10.0,36.5,367.0,6.201,0.033
22.555,8.5,36.0,438.5,8.046,0.018
17.873,9.0,45.0,499.5,9.029,0.076
14.749,9.0,32.0,569.5,8.905,0.132
16.486,10.0,46.0,607.0,9.789,0.102
21.459,9.0,38.5,527.5,9.588,0.019
22.590,7.5,31.0,522.5,9.101,0.010
17.689,10.0,52.5,670.0,10.697,0.076
13.336,8.0,53.0,664.0,9.936,0.167
24.975,5.0,21.5,461.5,9.558,0.004
23.823,8.5,32.5,532.5,10.029,0.009
17.366,10.0,51.0,700.0,10.982,0.078
21.061,9.5,42.5,548.0,9.757,0.021
25.229,6.5,24.0,469.0,8.095,0.005
23.768,7.0,46.5,563.5,8.579,0.011
18.836,9.0,40.5,654.5,10.335,0.040
27.950,8.5,26.0,439.0,5.880,0.004
25.647,8.5,47.5,520.5,8.276,0.012
26.009,9.0,26.5,426.0,6.232,0.009
20.247,9.5,47.5,635.0,10.149,0.038
21.548,8.5,19.5,413.5,5.627,0.023
14.697,7.5,47.0,680.0,10.094,0.123
17.517,7.0,33.0,512.5,8.928,0.049
11.805,8.5,49.0,556.5,8.165,0.191
12.879,7.5,49.0,510.0,7.666,0.176
11.078,9.5,23.5,360.5,5.551,0.220
14.456,9.0,23.5,319.5,5.223,0.103
14.920,7.5,32.0,349.0,4.992,0.080
20.635,7.0,24.0,452.0,7.457,0.023
23.971,8.5,24.5,415.5,4.697,0.012
23.893,9.0,43.0,511.0,7.002,0.014
18.132,10.5,46.0,504.5,7.640,0.064
20.779,5.0,27.5,385.5,5.241,0.028
26.739,6.0,30.5,471.5,8.736,0.007
17.963,8.5,51.5,622.0,8.723,0.085
16.526,6.0,35.0,535.0,7.307,0.121
25.909,5.5,14.5,384.0,4.152,0.010
25.103,8.0,29.5,507.0,7.900,0.010
18.307,7.0,57.0,607.0,8.625,0.093
18.782,9.0,26.0,462.0,6.138,0.069
25.065,6.5,29.5,419.0,7.126,0.011
23.926,9.5,41.5,519.0,8.096,0.018
20.919,8.0,50.5,479.0,6.946,0.045
24.836,8.0,28.0,390.0,5.693,0.017
28.849,8.5,24.0,377.0,5.356,0.005
26.441,8.0,39.0,416.5,6.652,0.009
30.139,9.5,21.5,379.5,4.698,0.003
26.847,9.0,28.5,490.5,7.360,0.005
27.873,7.0,25.0,407.5,5.652,0.004
22.956,9.0,40.0,548.5,7.293,0.015
26.835,7.5,17.5,439.0,5.707,0.004
20.806,6.5,37.0,414.5,6.018,0.045
23.226,7.5,35.0,442.5,6.779,0.014
22.427,8.0,19.0,355.5,4.697,0.031
26.282,5.0,26.0,352.0,4.152,0.007
22.384,9.0,32.5,433.5,6.921,0.023
19.866,6.0,39.0,446.5,7.173,0.058
22.701,5.5,39.5,336.0,6.037,0.020
11.698,8.5,45.5,689.5,10.275,0.248
17.433,7.0,45.0,521.5,8.613,0.093
19.630,6.5,49.5,616.0,9.457,0.037
14.722,7.5,53.0,629.0,9.204,0.139
8.767,7.0,49.0,555.0,8.001,0.460
18.366,8.0,44.5,520.5,8.359,0.071
13.934,6.5,55.0,783.5,11.786,0.172
20.087,6.5,49.0,508.0,8.904,0.039
15.404,7.5,48.0,576.0,8.075,0.124
20.140,8.0,49.0,545.5,8.902,0.036
29.124,6.0,44.0,498.0,8.280,0.005
16.594,5.5,39.0,418.5,6.816,0.080
22.086,8.0,41.5,435.5,6.566,0.034
6.954,10.5,69.0,939.0,12.522,3.347
10.789,10.0,57.0,696.5,8.273,0.386
5.973,7.5,44.5,637.5,9.582,1.036
10.588,9.5,65.5,866.0,11.415,0.942
10.663,11.0,59.5,651.0,7.767,0.429
10.814,8.5,42.5,583.5,6.335,0.231
5.112,10.0,63.0,774.0,9.954,3.423
12.532,11.5,59.5,764.0,11.567,0.381
17.639,9.5,39.5,602.0,8.695,0.046
13.908,9.5,55.0,627.0,9.003,0.191
11.310,9.5,65.5,697.0,9.755,0.450
17.256,11.0,45.0,642.0,9.835,0.051
21.296,11.0,36.0,513.0,6.335,0.022
16.164,11.5,63.5,599.0,8.985,0.135
12.306,9.5,72.5,741.5,11.326,0.508
19.471,10.5,46.5,562.5,6.916,0.029
12.423,10.0,52.5,653.0,9.214,0.351
16.989,9.0,44.5,546.0,6.335,0.108
18.163,9.5,41.5,516.5,5.790,0.085
21.037,11.5,44.5,513.0,6.335,0.026
16.286,12.0,56.5,573.5,7.839,0.136
15.017,10.5,56.0,645.0,9.684,0.117
11.376,11.0,65.0,706.0,10.668,0.504
7.131,11.0,52.0,776.0,10.543,1.065
8.124,12.0,66.0,813.5,11.427,1.391
13.413,11.0,58.5,734.0,11.226,0.239
14.011,9.5,51.0,729.0,10.739,0.126
9.642,12.0,72.5,876.5,12.334,1.473
7.117,10.0,73.0,870.5,11.575,3.000
16.973,7.0,41.5,668.0,11.196,0.042
16.249,10.5,52.5,739.0,11.667,0.124
11.250,12.0,71.0,906.5,12.620,1.067
14.336,11.5,62.5,754.5,11.395,0.267
18.206,8.5,44.0,675.5,9.732,0.041
17.479,9.0,66.5,770.0,10.217,0.128
14.913,11.0,60.5,861.0,11.973,0.273
22.362,10.5,46.0,645.5,7.518,0.026
21.455,10.5,67.5,727.0,9.915,0.070
23.692,11.0,46.5,632.5,7.870,0.021
16.599,11.5,67.5,841.5,11.787,0.245
22.311,10.5,39.5,620.0,7.265,0.022
12.851,9.5,67.0,886.5,11.732,0.622
19.513,9.0,53.0,719.0,10.566,0.053
11.847,10.5,69.0,763.0,9.803,0.539
15.602,9.5,69.0,716.5,9.304,0.173
17.179,11.5,43.5,567.0,7.189,0.079
20.100,11.0,43.5,526.0,6.861,0.053
20.050,9.5,52.0,555.5,6.630,0.037
22.979,9.0,44.0,658.5,9.095,0.019
25.358,10.5,44.5,622.0,6.335,0.013
23.672,11.0,63.0,717.5,8.640,0.034
19.707,12.5,66.0,711.0,9.278,0.092
23.319,7.0,47.5,592.0,6.879,0.025
25.077,8.0,50.5,678.0,10.373,0.020
17.053,10.5,71.5,828.5,10.361,0.226
16.519,8.0,55.0,741.5,8.945,0.157
25.472,7.5,34.5,590.5,5.790,0.013
22.496,10.0,49.5,713.5,9.538,0.034
15.642,9.0,77.0,813.5,10.264,0.267
18.417,11.0,46.0,668.5,7.776,0.090
22.971,8.5,49.5,625.5,8.764,0.019
19.402,11.5,61.5,725.5,9.734,0.081
17.298,10.0,70.5,685.5,8.584,0.145
22.380,10.0,48.0,596.5,7.331,0.028
24.808,10.5,44.0,583.5,6.994,0.012
21.420,10.0,59.0,623.0,8.290,0.035
24.299,11.5,41.5,586.0,6.336,0.013
20.241,11.0,48.5,697.0,8.998,0.043
20.545,9.0,45.0,614.0,7.290,0.025
15.012,11.0,60.0,755.0,8.931,0.160
18.433,9.5,37.5,645.5,7.345,0.036
14.603,8.5,57.0,621.0,7.656,0.183
15.075,9.5,55.0,649.0,8.417,0.107
16.448,10.0,39.0,562.0,6.335,0.113
18.758,7.0,46.0,558.5,5.790,0.029
14.644,11.0,52.5,640.0,8.559,0.134
12.756,8.0,59.0,653.0,8.811,0.278
18.428,7.5,59.5,542.5,7.675,0.057
10.871,10.5,65.5,896.0,11.913,0.715
9.755,9.0,65.0,728.0,10.251,0.578
19.502,8.5,69.5,822.5,11.095,0.099
15.069,9.5,73.0,835.5,10.842,0.298
10.761,9.0,69.0,761.5,9.639,0.579
10.453,10.0,64.5,727.0,9.997,0.546
10.757,8.5,75.0,990.0,13.424,1.152
12.019,8.5,69.0,714.5,10.541,0.350
16.150,9.5,68.0,782.5,9.713,0.179
11.625,10.0,69.0,752.0,10.540,0.460
27.189,8.0,64.0,704.5,9.918,0.015
19.718,7.5,59.0,625.0,8.454,0.074
19.481,10.0,61.5,642.0,8.204,0.069
9.599,10.5,70.0,827.5,9.214,1.107
11.368,8.0,57.5,768.5,10.523,0.331
6.340,10.0,78.5,997.0,12.355,5.210
10.567,11.5,72.5,782.0,8.708,0.872
13.204,9.0,55.5,714.5,7.276,0.215
8.660,10.5,76.0,905.0,10.895,2.090
10.593,12.0,72.5,895.0,12.508,1.054
16.398,10.0,52.5,733.0,9.636,0.127
15.807,10.0,68.0,758.0,9.944,0.149
13.826,10.0,78.5,828.0,10.696,0.409
15.462,11.5,58.0,773.0,10.776,0.158
21.138,11.5,49.0,644.0,7.276,0.040
18.183,12.0,76.5,730.0,9.926,0.125
12.490,10.0,85.5,872.5,12.267,0.917
21.900,11.0,59.5,693.5,7.857,0.033
16.970,10.5,65.5,784.0,10.155,0.155
21.673,9.5,57.5,677.0,7.276,0.048
23.447,10.0,54.5,647.5,6.731,0.035
24.707,12.0,57.5,644.0,7.276,0.017
20.609,12.5,69.5,704.5,8.780,0.064
17.763,11.0,69.0,776.0,10.625,0.107
14.385,11.5,78.0,837.0,11.608,0.411
11.915,11.5,65.0,907.0,11.484,0.542
10.798,12.5,79.0,944.5,12.368,1.383
13.730,11.5,71.5,865.0,12.168,0.433
14.078,10.0,64.0,860.0,11.680,0.245
7.301,12.5,85.5,1007.5,13.275,4.852
4.790,10.5,86.0,1001.5,12.515,10.152
16.237,7.5,54.5,799.0,12.137,0.096
12.121,11.0,65.5,870.0,12.608,0.601
5.865,12.5,84.0,1037.5,13.561,7.389
11.208,12.0,75.5,885.5,12.336,1.012
14.307,9.0,57.0,806.5,10.674,0.180
11.759,9.5,79.5,901.0,11.158,0.835
9.111,11.5,73.5,992.0,12.913,1.993
16.676,11.0,59.0,776.5,8.460,0.146
15.000,11.0,80.5,858.0,10.855,0.512
17.793,11.5,59.5,763.5,8.811,0.115
10.260,12.0,80.5,972.5,12.727,1.912
17.195,11.0,52.5,751.0,8.206,0.094
7.113,10.0,80.0,1017.5,12.673,4.883
14.814,9.5,66.0,850.0,11.506,0.292
8.279,11.0,82.0,894.0,10.744,2.718
12.552,10.0,82.0,847.5,10.245,0.649
16.360,12.0,56.5,698.0,8.130,0.120
19.445,11.5,56.5,657.0,7.802,0.068
18.141,10.0,65.0,686.5,7.570,0.074
18.446,9.5,57.0,789.5,10.037,0.084
20.884,11.0,57.5,753.0,7.276,0.051
18.243,11.5,76.0,848.5,9.581,0.193
15.399,13.0,79.0,842.0,10.219,0.428
20.135,7.5,60.5,723.0,7.820,0.056
19.869,8.5,63.5,809.0,11.314,0.110
12.728,11.0,84.5,959.5,11.302,1.168
14.911,8.5,68.0,872.5,9.886,0.281
22.483,8.0,47.5,721.5,6.731,0.029
18.267,10.5,62.5,844.5,10.479,0.156
12.968,9.5,90.0,944.5,11.204,0.938
17.524,11.5,59.0,799.5,8.717,0.138
20.530,9.0,62.5,756.5,9.705,0.046
16.890,12.0,74.5,856.5,10.675,0.286
17.151,10.5,83.5,816.5,9.524,0.303
21.753,10.5,61.0,727.5,8.272,0.047
23.203,11.0,57.0,714.5,7.935,0.031
20.960,10.5,72.0,754.0,9.230,0.076
22.144,12.0,54.5,717.0,7.277,0.042
17.304,11.5,61.5,828.0,9.939,0.155
20.628,9.5,58.0,745.0,8.232,0.043
14.644,11.5,73.0,886.0,9.872,0.353
17.942,10.0,50.5,776.5,8.285,0.087
18.498,9.0,70.0,752.0,8.597,0.107
17.586,10.0,68.0,780.0,9.358,0.116
21.122,10.5,52.0,693.0,7.276,0.052
21.976,7.5,59.0,689.5,6.731,0.028
18.106,11.5,65.5,771.0,9.500,0.104
17.211,8.5,72.0,784.0,9.752,0.135
22.005,8.0,72.5,673.5,8.615,0.035
7.687,11.0,78.5,1027.0,12.854,3.418
13.746,9.5,78.0,859.0,11.192,0.368
13.558,9.0,82.5,953.5,12.036,0.728
10.866,10.0,86.0,966.5,11.784,1.599
8.353,9.5,82.0,892.5,10.580,2.414
14.198,10.5,77.5,858.0,10.938,0.414
5.195,9.0,88.0,1121.0,14.365,9.389
14.745,9.0,82.0,845.5,11.482,0.344
12.750,10.0,81.0,913.5,10.654,0.666
13.131,10.5,82.0,883.0,11.481,0.630
20.349,8.5,77.0,835.5,10.860,0.104
17.118,8.0,72.0,756.0,9.396,0.169
19.015,10.5,74.5,773.0,9.146,0.131
9.760,7.5,45.5,526.0,6.274,0.255
10.244,9.5,66.5,754.5,8.107,0.675
6.012,11.0,60.5,539.5,4.459,1.385
8.065,8.5,43.5,472.0,3.027,0.501
11.107,10.0,64.0,662.5,6.646,0.379
14.885,11.5,60.5,652.5,8.259,0.143
17.058,9.5,40.5,490.5,5.387,0.057
16.746,9.5,56.0,515.5,5.696,0.061
17.109,9.5,66.5,585.5,6.447,0.078
18.902,11.0,46.0,530.5,6.527,0.038
22.147,11.0,37.0,401.5,3.027,0.019
21.246,11.5,64.5,487.5,5.677,0.031
18.423,9.5,73.5,630.0,8.018,0.083
27.154,10.5,47.5,451.0,3.608,0.005
20.874,10.0,53.5,541.5,5.906,0.042
23.165,9.0,45.5,434.5,3.027,0.022
25.938,9.5,42.5,405.0,2.482,0.015
28.428,11.5,45.5,401.5,3.027,0.005
25.544,12.0,57.5,462.0,4.531,0.016
24.203,10.5,57.0,533.5,6.376,0.013
19.127,11.0,66.0,594.5,7.359,0.060
17.912,11.0,53.0,664.5,7.235,0.074
18.368,12.0,67.0,702.0,8.119,0.095
21.293,11.0,59.5,622.5,7.918,0.030
22.844,9.5,52.0,617.5,7.431,0.014
16.705,12.0,73.5,765.0,9.026,0.202
11.217,10.0,74.0,759.0,8.267,0.649
24.099,7.0,42.5,556.5,7.888,0.008
21.172,10.5,53.5,627.5,8.359,0.031
13.764,12.0,72.0,795.0,9.312,0.389
18.154,11.5,63.5,643.0,8.087,0.076
21.937,8.5,45.0,564.0,6.425,0.015
19.543,9.0,67.5,658.5,6.909,0.059
13.217,11.0,61.5,749.5,8.665,0.265
22.822,10.5,47.0,534.0,4.210,0.017
19.570,10.5,68.5,615.5,6.606,0.068
19.071,11.0,47.5,521.0,4.562,0.044
14.207,11.5,68.5,730.0,8.479,0.269
13.980,10.5,40.5,508.5,3.957,0.108
8.271,9.5,68.0,775.0,8.424,1.426
10.702,9.0,54.0,607.5,7.258,0.294
5.016,10.5,70.0,651.5,6.495,3.817
8.545,9.5,70.0,605.0,5.996,0.702
8.673,11.5,44.5,455.5,3.881,0.573
13.668,11.0,44.5,414.5,3.553,0.147
11.729,9.5,53.0,444.0,3.321,0.217
15.019,9.0,45.0,547.0,5.787,0.087
19.677,10.5,45.5,510.5,3.027,0.029
18.953,11.0,64.0,606.0,5.332,0.052
13.424,12.5,67.0,599.5,5.970,0.221
17.786,7.0,48.5,480.5,3.571,0.049
22.886,8.0,51.5,566.5,7.066,0.021
14.783,10.5,72.5,717.0,7.053,0.249
16.309,8.0,56.0,630.0,5.637,0.141
24.479,7.5,35.5,479.0,2.482,0.013
22.718,10.0,50.5,602.0,6.230,0.024
17.469,9.0,78.0,702.0,6.955,0.149
19.518,11.0,47.0,557.0,4.468,0.071
24.520,8.5,50.5,514.0,5.456,0.013
23.476,11.5,62.5,614.0,6.426,0.030
22.486,10.0,71.5,574.0,5.276,0.048
26.112,10.0,49.0,485.0,4.023,0.016
29.273,10.5,45.0,472.0,3.686,0.005
27.786,10.0,60.0,511.5,4.982,0.009
29.998,11.5,42.5,474.5,3.028,0.004
25.945,11.0,49.5,585.5,5.690,0.011
29.248,9.0,46.0,502.5,3.982,0.004
23.666,11.0,61.0,643.5,5.623,0.022
27.252,9.5,38.5,534.0,4.037,0.006
24.805,8.5,58.0,509.5,4.348,0.022
25.426,9.5,56.0,537.5,5.109,0.011
26.990,10.0,40.0,450.5,3.027,0.014
29.433,7.0,47.0,447.0,2.482,0.004
25.040,11.0,53.5,528.5,5.251,0.014
23.043,8.0,60.0,541.5,5.503,0.029
24.496,7.5,60.5,431.0,4.367,0.014
9.279,10.5,66.5,784.5,8.605,0.824
20.473,9.0,66.0,616.5,6.943,0.052
12.961,8.5,70.5,711.0,7.787,0.256
10.636,9.5,74.0,724.0,7.534,0.571
3.227,9.0,70.0,650.0,6.331,7.167
20.998,10.0,65.5,615.5,6.689,0.045
10.441,8.5,76.0,878.5,10.116,0.891
21.813,8.5,70.0,603.0,7.234,0.032
12.494,9.5,69.0,671.0,6.405,0.279
21.423,10.0,70.0,640.5,7.232,0.040
22.331,8.0,65.0,593.0,6.611,0.024
13.850,7.5,60.0,513.5,5.146,0.146
23.445,10.0,62.5,530.5,4.896,0.033
13.056,7.0,54.0,695.5,9.416,0.162
8.795,8.5,48.0,480.5,5.768,0.330
6.601,6.0,31.0,413.0,4.337,0.482
6.117,7.5,51.5,603.5,7.956,1.030
14.682,9.0,48.0,593.5,9.569,0.086
17.575,7.0,28.0,431.5,6.697,0.028
12.970,7.0,43.5,456.5,7.005,0.168
12.005,7.0,54.0,526.5,7.756,0.243
18.755,8.5,33.5,471.5,7.837,0.019
20.891,8.5,24.5,342.5,4.337,0.019
16.487,9.0,52.0,428.5,6.986,0.091
15.194,7.0,61.0,571.0,9.328,0.122
21.184,8.0,35.0,392.0,4.917,0.015
13.225,7.5,41.0,482.5,7.216,0.230
15.458,6.5,33.0,375.5,4.337,0.105
17.329,7.0,30.0,346.0,3.792,0.075
21.321,9.0,33.0,342.5,4.337,0.021
17.765,9.5,45.0,403.0,5.841,0.088
17.975,8.0,44.5,474.5,7.685,0.049
13.165,8.5,53.5,535.5,8.669,0.226
11.313,8.5,40.5,605.5,8.544,0.300
13.345,9.5,54.5,643.0,9.428,0.226
17.463,8.5,47.0,563.5,9.228,0.050
